scorer,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000
1410,1292.29,850.353,0.9959999918937683,1180.441,803.458,0.9879999756813049,1092.105,795.0,0.9290000200271606,1220.035,679.351,0.9929999709129333,1100.423,676.371,0.9940000176429749,1234.408,907.517,0.9980000257492065,1099.924,891.869,0.8619999885559082,,,0.0,611.163,836.507,0.1589999943971634,,,0.0,602.927,837.948,0.996999979019165,547.091,844.847,0.9929999709129333,524.203,844.273,0.9829999804496765,501.668,849.922,0.9990000128746033
1411,1301.443,850.793,0.9990000128746033,1187.192,803.753,0.9890000224113464,1084.539,795.597,0.890999972820282,1227.421,682.412,0.9850000143051147,1093.492,676.815,0.9919999837875366,1238.868,907.975,0.9980000257492065,1092.33,891.715,0.7960000038146973,,,0.0,612.314,829.539,0.4180000126361847,,,0.0,611.46,836.276,0.9980000257492065,548.342,844.201,0.9900000095367432,524.591,844.422,0.9850000143051147,499.632,850.404,1.0
1412,1314.032,851.18,0.9990000128746033,1194.407,805.085,0.9750000238418579,1084.388,788.487,0.9369999766349792,1228.956,682.228,0.9879999756813049,1092.54,675.718,0.9879999756813049,1244.811,908.275,0.9950000047683716,1092.491,891.765,0.8669999837875366,,,0.0,627.64,836.174,0.0860000029206276,627.768,836.024,0.029999999329447746,618.316,836.564,0.9980000257492065,555.457,843.836,0.9919999837875366,524.364,844.46,0.9919999837875366,498.944,850.412,0.9990000128746033
1413,1318.145,851.798,0.9990000128746033,1196.037,811.675,0.9620000123977661,1084.307,787.888,0.9110000133514404,1237.578,682.127,0.9940000176429749,1091.932,666.732,0.9890000224113464,1250.761,907.82,0.9990000128746033,1092.555,891.994,0.8479999899864197,,,0.0,627.814,829.06,0.07500000298023224,627.421,836.028,0.02500000037252903,619.068,835.649,0.9990000128746033,555.887,843.779,0.9879999756813049,524.429,844.399,0.9810000061988831,498.059,851.481,0.9990000128746033
1414,1323.841,851.967,0.9980000257492065,1204.661,811.267,0.9829999804496765,1084.399,787.9,0.9160000085830688,1243.513,683.167,0.9909999966621399,1090.954,666.284,0.9909999966621399,1254.286,907.927,0.9980000257492065,1083.984,891.408,0.7099999785423279,,,0.0,628.001,829.298,0.08500000089406967,627.244,836.828,0.020999999716877937,625.2,834.952,1.0,563.122,837.6,0.996999979019165,524.531,844.562,0.9800000190734863,499.031,851.562,0.9950000047683716
1415,1332.469,852.106,0.9990000128746033,1211.391,811.708,0.9629999995231628,1092.222,780.339,0.8539999723434448,1245.062,683.964,0.9890000224113464,1089.627,666.102,0.9919999837875366,1260.459,908.572,0.9959999918937683,1084.107,891.14,0.8199999928474426,1051.392,779.635,0.02199999988079071,644.152,835.694,0.027000000700354576,635.415,843.914,0.02500000037252903,630.386,834.792,1.0,564.185,835.833,0.9959999918937683,517.1,844.211,0.9290000200271606,492.115,843.473,0.9139999747276306
1416,1339.32,854.174,0.996999979019165,1211.818,811.825,0.9639999866485596,1060.321,795.082,0.8349999785423279,1254.055,684.089,0.9869999885559082,1084.045,666.06,0.9860000014305115,1261.216,909.104,0.9929999709129333,1083.332,884.891,0.9020000100135803,1051.352,779.624,0.023000000044703484,643.616,836.535,0.07500000298023224,643.627,836.13,0.032999999821186066,634.482,837.535,0.9980000257492065,571.441,836.933,0.9950000047683716,509.173,835.896,0.9700000286102295,492.052,851.505,0.3160000145435333
1417,1345.294,854.085,0.9990000128746033,1219.988,811.839,0.984000027179718,1092.4,787.826,0.8740000128746033,1260.077,684.526,0.9789999723434448,1083.93,666.073,0.9869999885559082,1268.139,908.999,0.9980000257492065,1076.941,883.477,0.8870000243186951,1043.572,779.916,0.05299999937415123,644.154,828.968,0.11400000005960464,,,0.0,640.668,837.981,0.9990000128746033,571.839,836.614,0.996999979019165,508.957,836.133,0.9909999966621399,492.361,843.515,0.9649999737739563
1418,1349.724,860.916,0.9959999918937683,1227.664,812.209,0.9620000123977661,1100.096,779.865,0.8579999804496765,1268.317,689.374,0.9919999837875366,1083.94,666.266,0.9850000143051147,1269.094,912.116,0.996999979019165,1077.241,884.071,0.9150000214576721,1028.056,779.267,0.3140000104904175,651.92,828.672,0.08799999952316284,643.715,851.507,0.010999999940395355,643.066,841.864,0.9990000128746033,578.013,837.684,0.9990000128746033,509.207,835.635,0.9869999885559082,487.811,837.315,0.9750000238418579
1419,1355.375,861.798,0.9959999918937683,1235.318,812.025,0.9829999804496765,1092.274,787.448,0.906000018119812,1275.735,691.368,0.9850000143051147,1083.873,666.405,0.9829999804496765,1276.867,912.248,0.9940000176429749,1077.11,883.923,0.9139999747276306,1019.467,779.579,0.9670000076293945,1012.144,1075.894,0.028999999165534973,659.607,843.956,0.019999999552965164,651.008,841.935,0.996999979019165,579.614,837.018,0.9990000128746033,509.242,836.272,0.9940000176429749,487.441,837.512,0.9769999980926514
1420,1355.602,862.0,0.9959999918937683,1243.581,812.635,0.9660000205039978,1100.126,787.868,0.9150000214576721,1276.703,691.32,0.9829999804496765,1083.855,666.567,0.9800000190734863,1277.362,913.994,0.9909999966621399,1076.581,883.962,0.9620000123977661,1018.393,771.851,0.9309999942779541,1012.093,1075.916,0.03500000014901161,652.031,852.588,0.024000000208616257,651.709,841.82,0.9990000128746033,586.983,838.27,0.9980000257492065,514.595,836.262,0.996999979019165,487.44,837.914,0.9860000014305115
1421,1363.828,867.153,0.9990000128746033,1244.465,811.751,0.9629999995231628,1099.914,787.788,0.8920000195503235,1285.873,693.019,0.9900000095367432,1083.851,666.467,0.9769999980926514,1284.247,913.925,0.9980000257492065,1068.313,875.287,0.8960000276565552,1019.871,764.339,0.984000027179718,1029.778,732.621,0.9810000061988831,1028.411,747.485,0.2540000081062317,655.91,843.024,1.0,587.427,838.528,0.9990000128746033,524.674,843.148,0.9879999756813049,486.906,837.628,0.9900000095367432
1422,1371.282,868.158,0.996999979019165,1252.723,813.204,0.9800000190734863,1100.001,787.687,0.9169999957084656,1292.02,693.818,0.984000027179718,1091.853,666.484,0.9769999980926514,1292.234,914.809,0.9959999918937683,1060.0,868.337,0.9369999766349792,1012.796,773.647,0.9990000128746033,1025.525,732.014,0.9959999918937683,1012.214,803.543,0.11500000208616257,660.722,844.379,1.0,594.616,837.698,0.9990000128746033,524.823,842.722,0.9909999966621399,486.346,837.637,0.9919999837875366
1423,1371.664,869.387,0.996999979019165,1259.677,813.356,0.9679999947547913,1100.094,788.214,0.9279999732971191,1301.306,696.875,0.9890000224113464,1100.008,666.29,0.972000002861023,1292.953,915.659,0.996999979019165,1068.455,875.343,0.9340000152587891,1012.108,774.135,0.9990000128746033,1018.305,730.064,0.9980000257492065,1003.905,836.219,0.33500000834465027,666.689,843.583,0.9990000128746033,594.743,836.955,0.9990000128746033,525.275,837.882,0.996999979019165,485.509,837.574,0.9950000047683716
1424,1379.867,870.505,0.9990000128746033,1259.505,819.702,0.968999981880188,1107.158,788.568,0.9409999847412109,1307.318,698.499,0.9890000224113464,1100.015,666.142,0.9729999899864197,1297.604,917.317,0.9990000128746033,1060.151,868.163,0.9639999866485596,1011.852,779.785,0.9940000176429749,1009.11,731.641,1.0,996.497,843.706,0.8240000009536743,666.867,842.716,0.9990000128746033,595.73,837.317,0.9990000128746033,524.757,842.588,0.9929999709129333,485.355,838.322,0.996999979019165
1425,1387.243,877.523,0.9959999918937683,1269.434,819.7,0.9789999723434448,1107.354,788.324,0.9430000185966492,1315.677,699.121,0.9890000224113464,1100.251,661.992,0.9869999885559082,1302.224,921.442,0.996999979019165,1060.292,867.918,0.9800000190734863,1010.479,773.001,0.9980000257492065,1002.56,730.166,0.9990000128746033,995.579,843.351,0.746999979019165,667.671,843.103,0.9990000128746033,597.76,837.377,0.9990000128746033,525.587,837.493,0.9959999918937683,484.126,838.376,0.9950000047683716
1426,1387.676,877.754,0.996999979019165,1275.676,820.871,0.9800000190734863,1116.059,788.405,0.9200000166893005,1323.257,700.348,0.972000002861023,1108.076,661.25,0.9900000095367432,1307.836,922.328,0.9950000047683716,1076.36,875.549,0.9020000100135803,1008.592,770.265,0.9980000257492065,992.249,727.868,0.9990000128746033,987.765,835.048,0.9649999737739563,667.976,843.605,0.9990000128746033,603.681,837.891,0.9980000257492065,530.042,843.553,0.9990000128746033,484.999,840.375,0.9990000128746033
1427,1393.884,878.636,0.9980000257492065,1283.815,821.428,0.9879999756813049,1116.162,788.086,0.9269999861717224,1324.453,705.537,0.9860000014305115,1108.239,661.232,0.984000027179718,1308.524,922.623,0.9929999709129333,1067.293,868.135,0.9430000185966492,1008.598,769.465,0.996999979019165,986.055,722.332,0.9990000128746033,982.205,827.782,0.996999979019165,671.05,844.471,1.0,604.096,838.901,0.9980000257492065,530.808,843.586,0.9990000128746033,484.669,839.739,0.9990000128746033
1428,1397.963,882.774,0.9990000128746033,1284.172,821.4,0.9670000076293945,1116.213,788.049,0.9210000038146973,1332.548,706.34,0.9919999837875366,1116.08,660.937,0.9679999947547913,1315.459,923.132,0.9990000128746033,1076.328,868.177,0.9409999847412109,1006.774,766.766,0.9940000176429749,977.758,716.164,0.9980000257492065,977.842,828.165,0.9980000257492065,677.917,848.449,1.0,610.01,839.824,0.9990000128746033,531.106,843.674,0.9990000128746033,484.703,840.227,1.0
1429,1403.778,883.407,0.9980000257492065,1291.557,822.11,0.9729999899864197,1123.243,788.472,0.9440000057220459,1339.083,708.218,0.9879999756813049,1116.117,661.172,0.9430000185966492,1318.025,924.198,0.9980000257492065,1075.903,867.294,0.9700000286102295,1005.9,766.623,0.9959999918937683,969.23,715.836,0.996999979019165,977.267,823.369,0.9990000128746033,681.724,850.895,0.9990000128746033,613.05,842.163,0.9980000257492065,541.027,842.606,0.9940000176429749,485.685,841.479,0.9990000128746033
1430,1403.921,884.94,0.9980000257492065,1299.573,821.876,0.9829999804496765,1123.218,788.159,0.9610000252723694,1341.359,709.233,0.9860000014305115,1116.16,661.408,0.9729999899864197,1324.553,924.68,0.9959999918937683,1076.195,860.002,0.9679999947547913,1005.172,766.301,0.9940000176429749,966.712,715.03,0.9990000128746033,971.918,822.854,1.0,682.254,852.021,1.0,619.507,842.882,0.996999979019165,541.318,842.979,0.9959999918937683,486.801,842.007,0.9990000128746033
1431,1410.613,886.784,0.9990000128746033,1306.38,821.821,0.9700000286102295,1132.017,787.953,0.9269999861717224,1349.528,709.315,0.9919999837875366,1123.96,660.751,0.9869999885559082,1325.117,925.376,0.9940000176429749,1083.361,867.584,0.9660000205039978,1011.888,758.617,0.9959999918937683,959.771,713.664,0.9990000128746033,971.549,819.548,1.0,682.484,850.842,1.0,619.664,843.111,0.9980000257492065,540.944,843.304,0.9959999918937683,492.103,843.577,0.996999979019165
1432,1414.046,891.324,0.9980000257492065,1307.958,827.506,0.9610000252723694,1139.011,788.436,0.9490000009536743,1355.764,713.928,0.9779999852180481,1124.345,661.055,0.9789999723434448,1330.774,928.607,0.9980000257492065,1091.288,867.956,0.9670000076293945,1012.484,757.774,0.996999979019165,953.349,708.206,1.0,970.732,816.581,0.9990000128746033,683.363,851.144,1.0,619.349,843.542,0.996999979019165,541.098,843.352,0.9959999918937683,492.122,849.368,0.9980000257492065
1433,1419.399,892.661,0.9990000128746033,1314.993,827.635,0.9660000205039978,1139.282,787.861,0.9430000185966492,1364.5,713.956,0.9869999885559082,1132.627,659.891,0.984000027179718,1334.189,928.824,0.996999979019165,1092.015,867.182,0.9570000171661377,1014.323,756.023,0.9959999918937683,951.703,704.52,0.9990000128746033,965.401,815.52,1.0,688.142,849.984,1.0,625.951,843.144,0.9980000257492065,547.422,845.593,0.9990000128746033,497.276,851.365,1.0
1434,1419.65,892.602,0.9980000257492065,1323.581,821.235,0.9359999895095825,1147.97,787.869,0.9089999794960022,1367.531,714.432,0.9789999723434448,1139.721,659.381,0.9800000190734863,1340.652,929.08,0.9959999918937683,1091.914,859.751,0.9070000052452087,1013.887,755.274,0.9940000176429749,951.176,699.751,0.9990000128746033,961.021,814.059,1.0,688.267,849.502,1.0,625.985,843.626,0.996999979019165,548.019,845.756,0.9990000128746033,492.827,851.096,0.9990000128746033
1435,1427.535,892.931,0.9990000128746033,1324.164,827.927,0.9700000286102295,1148.096,779.998,0.890999972820282,1371.804,714.848,0.9810000061988831,1139.313,659.765,0.972000002861023,1345.403,929.795,0.9980000257492065,1107.646,867.573,0.9470000267028809,1014.279,749.006,0.9710000157356262,950.355,698.085,1.0,956.835,814.571,0.9990000128746033,690.938,850.135,1.0,626.444,843.794,0.996999979019165,548.41,846.104,0.9990000128746033,497.442,851.03,1.0
1436,1435.302,893.17,0.9980000257492065,1332.144,821.974,0.968999981880188,1155.658,780.093,0.9459999799728394,1380.356,714.721,0.9800000190734863,1148.564,658.898,0.9829999804496765,1348.227,929.755,0.9980000257492065,1100.488,859.143,0.8360000252723694,1020.548,748.615,0.9729999899864197,950.111,696.594,0.9990000128746033,956.466,813.63,0.9980000257492065,694.224,850.823,1.0,628.471,843.35,0.9980000257492065,549.02,846.533,0.9990000128746033,498.068,850.687,1.0
1437,1435.539,893.562,0.9990000128746033,1339.89,827.708,0.9610000252723694,1155.814,779.921,0.9539999961853027,1386.607,714.97,0.9819999933242798,1148.606,658.766,0.9739999771118164,1356.552,928.76,0.996999979019165,1107.782,859.466,0.9160000085830688,1021.066,748.648,0.9769999980926514,947.848,695.562,1.0,957.086,803.005,0.9990000128746033,695.789,851.252,1.0,628.525,843.444,0.9980000257492065,556.617,845.057,0.9950000047683716,498.948,850.794,1.0
1438,1441.25,892.951,0.9990000128746033,1340.558,827.85,0.9639999866485596,1164.071,779.841,0.8970000147819519,1387.463,714.925,0.9869999885559082,1148.572,659.003,0.9729999899864197,1357.219,929.936,0.9959999918937683,1116.476,859.219,0.8519999980926514,1021.087,748.76,0.9810000061988831,948.97,691.238,1.0,956.992,800.07,0.9990000128746033,696.099,850.672,1.0,629.191,843.369,0.9980000257492065,557.472,849.39,0.9940000176429749,501.284,851.085,1.0
1439,1445.565,892.874,0.9990000128746033,1347.977,822.257,0.972000002861023,1164.056,779.724,0.8740000128746033,1395.561,714.635,0.9869999885559082,1148.127,660.097,0.9120000004768372,1362.946,928.554,0.9980000257492065,1123.849,859.422,0.9049999713897705,1021.13,748.164,0.9580000042915344,949.164,684.097,0.9990000128746033,956.18,799.305,0.9980000257492065,697.358,850.963,0.9990000128746033,628.16,843.832,0.9990000128746033,557.419,849.464,0.9950000047683716,501.517,851.292,1.0
1440,1451.246,893.528,0.9990000128746033,1354.959,822.316,0.9810000061988831,1171.748,779.515,0.925000011920929,1402.244,715.174,0.984000027179718,1155.361,659.256,0.921999990940094,1367.216,925.23,0.9980000257492065,1123.434,852.491,0.9559999704360962,1028.145,747.093,0.9739999771118164,951.561,682.805,0.9990000128746033,956.362,798.205,0.9980000257492065,697.38,850.527,0.9990000128746033,629.121,844.067,0.9980000257492065,557.624,849.404,0.9950000047683716,506.932,849.484,0.9990000128746033
1441,1451.689,892.997,0.9990000128746033,1355.821,823.067,0.9649999737739563,1171.819,779.496,0.9430000185966492,1402.883,714.376,0.9909999966621399,1156.085,658.975,0.968999981880188,1373.254,925.453,0.9950000047683716,1131.634,852.947,0.9010000228881836,1029.262,747.12,0.9459999799728394,951.727,680.857,0.9990000128746033,956.934,796.723,0.9959999918937683,697.568,851.135,1.0,629.871,844.223,0.9980000257492065,557.71,848.638,0.996999979019165,508.699,844.144,0.996999979019165
1442,1458.252,892.994,0.9990000128746033,1364.434,821.822,0.9819999933242798,1180.029,779.681,0.9010000228881836,1411.447,714.428,0.9879999756813049,1163.934,651.688,0.9139999747276306,1378.469,925.135,0.9980000257492065,1140.32,859.268,0.9290000200271606,1028.023,740.028,0.972000002861023,952.793,680.763,0.9990000128746033,957.213,789.832,0.9990000128746033,698.097,851.518,1.0,629.532,844.626,0.996999979019165,561.813,846.099,0.9950000047683716,524.448,843.582,0.9890000224113464
1443,1463.19,892.344,0.9990000128746033,1370.798,821.591,0.968999981880188,1179.916,772.451,0.921999990940094,1415.605,714.895,0.9860000014305115,1179.832,651.429,0.8809999823570251,1381.65,924.447,0.9980000257492065,1140.131,852.06,0.9290000200271606,1036.59,739.586,0.9700000286102295,953.056,676.481,1.0,957.313,787.461,0.9990000128746033,697.981,852.207,1.0,635.394,845.196,0.9959999918937683,563.517,845.971,0.9990000128746033,529.792,843.124,0.996999979019165
1444,1467.397,892.899,0.9990000128746033,1379.79,821.432,0.9879999756813049,1187.211,772.772,0.9629999995231628,1418.876,714.841,0.9909999966621399,1179.964,651.147,0.9449999928474426,1388.21,923.63,0.9950000047683716,1140.194,851.95,0.9539999961853027,1043.888,739.445,0.9829999804496765,958.812,676.456,1.0,956.893,786.59,0.9990000128746033,698.295,853.545,1.0,642.034,844.499,0.9940000176429749,564.569,845.201,0.996999979019165,530.649,843.559,0.9819999933242798
1445,1467.594,892.892,0.9980000257492065,1379.743,822.621,0.9850000143051147,1187.476,772.216,0.9610000252723694,1420.614,714.764,0.9890000224113464,1188.259,650.976,0.9700000286102295,1388.736,923.396,0.9950000047683716,1147.74,852.527,0.8799999952316284,1044.277,738.884,0.9760000109672546,961.903,673.984,1.0,961.22,786.722,0.9990000128746033,698.901,854.175,1.0,644.539,844.29,0.996999979019165,572.62,844.411,0.9950000047683716,530.95,842.284,0.9990000128746033
1446,1473.946,892.678,0.9990000128746033,1380.19,821.912,0.9800000190734863,1196.031,772.496,0.9419999718666077,1428.962,715.007,0.9850000143051147,1187.591,651.02,0.9660000205039978,1394.935,923.121,0.9980000257492065,1156.485,859.123,0.9179999828338623,1052.576,739.815,0.9639999866485596,964.366,668.005,0.9990000128746033,962.108,785.667,0.9990000128746033,699.699,853.441,0.9990000128746033,645.597,844.483,0.996999979019165,579.388,845.611,0.9959999918937683,531.095,838.81,0.9990000128746033
1447,1479.169,891.928,0.9990000128746033,1386.949,822.392,0.9679999947547913,1203.15,772.737,0.9549999833106995,1434.704,716.124,0.984000027179718,1204.353,651.197,0.9240000247955322,1398.543,922.687,0.9980000257492065,1164.624,859.115,0.8199999928474426,1059.259,738.859,0.9819999933242798,968.343,667.477,0.9990000128746033,961.479,786.004,0.9990000128746033,700.038,853.853,0.9990000128746033,645.216,844.859,0.9909999966621399,579.589,844.777,0.9990000128746033,531.553,837.756,0.9879999756813049
1448,1483.596,892.425,0.9980000257492065,1395.139,821.217,0.984000027179718,1203.857,779.278,0.9340000152587891,1435.077,715.706,0.9890000224113464,1204.232,651.295,0.8920000195503235,1404.371,922.862,0.9959999918937683,1172.018,859.138,0.9160000085830688,1059.973,738.696,0.9810000061988831,968.555,666.513,0.9990000128746033,965.447,783.97,0.9990000128746033,706.737,852.761,1.0,651.684,844.074,0.9959999918937683,579.678,845.206,0.9990000128746033,530.917,840.032,1.0
1449,1483.984,886.955,0.996999979019165,1396.462,822.092,0.9810000061988831,1211.924,772.42,0.921999990940094,1444.01,715.781,0.9940000176429749,1211.829,651.003,0.9279999732971191,1404.816,922.631,0.9940000176429749,1163.761,852.037,0.8790000081062317,1067.866,740.264,0.9629999995231628,970.783,667.254,0.9990000128746033,967.037,784.103,0.9990000128746033,707.901,852.463,1.0,651.57,843.742,0.996999979019165,580.773,844.353,0.996999979019165,531.933,839.661,1.0
1450,1489.154,892.972,0.9980000257492065,1402.47,821.424,0.9700000286102295,1212.049,779.613,0.875,1446.759,715.108,0.9959999918937683,1220.819,651.285,0.8550000190734863,1412.97,922.011,0.9980000257492065,1180.612,859.145,0.8420000076293945,1068.473,739.625,0.9729999899864197,978.28,666.754,1.0,970.317,782.606,0.9990000128746033,710.507,852.249,1.0,651.632,843.741,0.9959999918937683,588.519,843.083,0.9940000176429749,530.828,838.959,1.0
1451,1492.392,886.103,0.9990000128746033,1403.863,822.299,0.9700000286102295,1219.327,772.871,0.953000009059906,1450.294,715.564,0.9959999918937683,1227.809,651.446,0.824999988079071,1414.641,922.604,0.996999979019165,1187.87,859.482,0.8840000033378601,1074.51,740.674,0.984000027179718,983.114,667.402,0.9990000128746033,971.905,783.868,0.9990000128746033,714.17,852.5,0.9990000128746033,658.833,842.577,0.9990000128746033,588.852,837.573,0.9980000257492065,532.826,839.258,1.0
1452,1499.882,885.879,0.9980000257492065,1411.283,822.197,0.9760000109672546,1228.018,779.736,0.8769999742507935,1450.734,714.835,0.9940000176429749,1204.073,659.286,0.9100000262260437,1420.737,922.507,0.9940000176429749,1188.186,859.47,0.7979999780654907,1077.983,747.141,0.972000002861023,983.924,666.377,0.9990000128746033,972.877,786.828,0.9990000128746033,716.002,853.02,0.9990000128746033,659.779,842.077,0.9990000128746033,588.936,836.338,0.9980000257492065,534.309,838.678,1.0
1453,1500.266,886.527,0.9980000257492065,1420.149,827.63,0.9459999799728394,1228.102,779.567,0.8830000162124634,1451.694,715.161,0.9850000143051147,1203.716,659.93,0.8190000057220459,1428.834,922.219,0.9980000257492065,1203.911,867.452,0.8240000009536743,1085.038,747.168,0.9700000286102295,985.707,667.548,0.9990000128746033,981.528,787.879,1.0,723.921,849.831,1.0,661.763,842.293,0.9980000257492065,593.566,836.907,0.9980000257492065,538.376,839.648,1.0
1454,1506.87,886.467,0.9990000128746033,1429.249,827.231,0.9850000143051147,1235.716,779.661,0.9269999861717224,1460.023,714.949,0.9909999966621399,1212.221,659.371,0.9330000281333923,1436.119,922.286,0.9950000047683716,1196.564,859.252,0.7429999709129333,1091.933,747.307,0.9810000061988831,992.02,676.37,1.0,986.616,786.855,0.9990000128746033,729.832,848.166,0.9990000128746033,667.849,843.576,0.9950000047683716,596.659,835.17,0.9990000128746033,549.085,834.886,1.0
1455,1509.817,891.541,0.9980000257492065,1429.059,827.177,0.9860000014305115,1244.064,779.837,0.8840000033378601,1466.962,715.765,0.968999981880188,1243.779,651.464,0.9169999957084656,1436.712,922.671,0.9929999709129333,1204.18,859.516,0.8429999947547913,1093.982,747.685,0.9800000190734863,993.603,677.568,1.0,993.993,790.205,0.9990000128746033,734.631,844.467,0.9990000128746033,673.964,842.46,0.996999979019165,604.842,835.109,0.9980000257492065,554.128,826.47,0.9990000128746033
1456,1515.469,886.314,0.996999979019165,1435.95,827.855,0.9679999947547913,1251.517,779.921,0.9399999976158142,1468.207,721.964,0.9879999756813049,1236.596,659.13,0.9390000104904175,1446.58,922.239,0.996999979019165,1204.143,859.54,0.8619999885559082,1101.194,747.695,0.9710000157356262,995.009,678.568,1.0,994.492,795.646,0.9980000257492065,739.727,842.357,0.9990000128746033,675.032,838.303,0.9990000128746033,605.318,834.529,0.996999979019165,554.35,825.628,1.0
1457,1515.732,891.514,0.9950000047683716,1436.287,827.531,0.9750000238418579,1251.608,779.766,0.9399999976158142,1476.597,722.11,0.984000027179718,1244.171,658.771,0.9330000281333923,1452.395,922.79,0.9950000047683716,1227.482,868.071,0.75,1108.218,748.315,0.9710000157356262,998.605,681.252,0.9990000128746033,1001.622,796.763,0.996999979019165,746.104,837.574,0.9990000128746033,677.953,835.354,0.9980000257492065,612.202,833.543,0.9990000128746033,554.287,824.37,0.9990000128746033
1458,1524.733,891.031,0.9980000257492065,1444.235,821.92,0.972000002861023,1260.031,779.874,0.9129999876022339,1482.93,723.706,0.9890000224113464,1252.382,659.109,0.8970000147819519,1453.134,923.728,0.9919999837875366,1220.143,859.532,0.8790000081062317,1109.782,747.918,0.9789999723434448,999.844,681.475,0.9990000128746033,1003.251,797.805,0.996999979019165,747.292,833.859,1.0,683.89,834.652,0.9940000176429749,621.668,833.043,0.9959999918937683,564.887,823.059,1.0
1459,1531.408,892.474,0.9959999918937683,1443.39,827.63,0.9679999947547913,1267.475,780.079,0.9409999847412109,1483.553,722.864,0.9890000224113464,1260.16,659.199,0.906000018119812,1460.736,923.497,0.9980000257492065,1235.443,867.817,0.9290000200271606,1116.245,753.365,0.9779999852180481,1000.671,682.149,0.9990000128746033,1010.02,796.204,0.9980000257492065,751.994,829.006,1.0,690.905,833.291,0.9900000095367432,627.983,831.947,0.996999979019165,570.455,822.732,0.9990000128746033
1460,1531.649,892.446,0.9959999918937683,1451.708,827.897,0.9380000233650208,1267.558,779.794,0.9459999799728394,1490.946,724.685,0.9919999837875366,1268.326,659.605,0.9629999995231628,1462.555,924.969,0.996999979019165,1243.322,868.477,0.9070000052452087,1124.019,754.762,0.9860000014305115,1001.896,683.163,1.0,1015.721,797.752,0.9980000257492065,752.138,828.01,1.0,700.09,833.746,0.9729999899864197,636.435,828.384,0.9769999980926514,586.304,819.64,0.9990000128746033
1461,1538.933,892.693,0.9980000257492065,1459.916,827.78,0.984000027179718,1276.065,779.948,0.9160000085830688,1493.009,722.413,0.9909999966621399,1276.168,659.973,0.9610000252723694,1468.722,929.329,0.996999979019165,1243.386,868.255,0.9020000100135803,1126.102,754.129,0.9879999756813049,1007.389,683.48,0.9990000128746033,1017.875,799.864,0.9980000257492065,757.414,826.741,1.0,700.04,833.734,0.9789999723434448,643.05,829.676,0.9919999837875366,594.523,818.009,0.9990000128746033
1462,1547.474,892.981,0.9959999918937683,1461.448,828.128,0.9879999756813049,1283.151,788.112,0.9599999785423279,1499.075,724.267,0.9919999837875366,1275.894,660.02,0.8159999847412109,1474.311,929.877,0.9980000257492065,1260.516,875.324,0.7630000114440918,1131.926,755.381,0.9789999723434448,1016.54,689.445,0.9990000128746033,1020.107,802.004,0.9990000128746033,761.937,824.29,1.0,708.241,828.567,0.9380000233650208,652.312,828.364,0.9819999933242798,602.712,818.976,0.9990000128746033
